121, 3
3, 75
Hard to Traverse Center Point #0: (101, 50)
Hard to Traverse Center Point #1: (26, 12)
Hard to Traverse Center Point #2: (30, 57)
Hard to Traverse Center Point #3: (122, 82)
Hard to Traverse Center Point #4: (6, 92)
Hard to Traverse Center Point #5: (31, 11)
Hard to Traverse Center Point #6: (38, 3)
Hard to Traverse Center Point #7: (31, 46)
1	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	1	1	1	0	2	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	a4	1	1	1	1	1	1	1	1	a1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	0	1	1	2	0	2	2	2	2	2	2	2	0	0	2	2	2	0	2	2	2	0	0	2	2	2	2	1	2	2	2	0	2	2	0	2	2	1	1	2	0	1	1	2	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	a4	1	0	1	1	1	1	0	1	a1	0	0	0	1	0	0	1	1	0	1	1
1	1	1	1	1	1	1	0	1	1	0	2	1	1	2	1	1	2	0	2	2	2	0	2	2	1	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	0	2	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	a4	1	1	1	1	1	0	1	1	a1	1	1	1	1	0	1	1	1	1	1	1
1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	2	2	1	0	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	2	0	1	2	2	2	2	2	2	1	2	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	s	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	a4	1	1	1	1	0	1	1	1	a1	1	1	1	1	1	1	0	1	1	1	1
0	1	1	1	1	1	1	1	1	1	0	2	0	0	2	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	0	1	0	2	2	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	a4	1	1	1	1	1	1	1	1	a1	1	1	1	0	1	1	0	1	1	1	1
1	0	1	0	1	0	0	0	1	1	1	1	1	2	2	2	2	0	2	0	2	2	2	0	2	2	1	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	a4	1	0	1	1	1	1	1	1	a1	1	1	1	1	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	1	1	2	1	2	2	0	0	2	2	1	2	2	2	1	1	2	0	2	2	2	2	2	0	2	2	0	2	0	0	2	2	2	2	1	0	1	1	1	0	2	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	a4	1	1	1	0	1	1	0	1	a1	1	1	1	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	2	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	0	0	2	2	2	2	2	1	1	1	2	2	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	a4	1	0	1	1	1	1	1	1	a1	1	1	1	1	1	1	1	0	1	1	1
1	1	1	0	1	1	1	0	1	1	1	1	1	0	2	1	2	1	2	0	1	2	2	2	2	0	2	2	2	2	0	2	2	2	2	0	0	2	2	0	2	0	1	2	2	2	2	1	2	1	1	1	2	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	a4	0	1	1	1	1	1	1	1	a1	1	1	1	0	0	1	1	1	1	1	1
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	2	1	2	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	1	0	2	2	0	2	1	1	2	0	2	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	a4	1	1	1	1	1	1	0	0	a1	0	1	1	1	0	1	1	1	1	1	1
