54, 5
155, 22
Hard to Traverse Center Point #0: (19, 17)
Hard to Traverse Center Point #1: (123, 95)
Hard to Traverse Center Point #2: (37, 11)
Hard to Traverse Center Point #3: (43, 51)
Hard to Traverse Center Point #4: (82, 118)
Hard to Traverse Center Point #5: (95, 101)
Hard to Traverse Center Point #6: (78, 5)
Hard to Traverse Center Point #7: (15, 106)
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	2	1	2	2	1	2	2	1	1	2	2	0	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	2	0	2	0	0	0	1	2	1	0	2	2	2	0	1	1	0	1	2	1	1	2	2	2	1	1	1	1	1	1	0	0	0	1	1	1	a1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	a4	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1
1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	0	2	1	1	0	2	0	2	0	1	2	0	2	2	1	0	2	0	1	2	1	1	2	1	0	1	2	1	1	0	1	1	0	1	1	1	1	0	0	2	2	2	0	1	2	2	1	1	0	0	1	2	2	2	1	0	2	2	1	1	2	2	1	1	2	1	1	2	2	1	1	1	0	1	1	1	1	1	1	1	a1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	a4	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1
1	0	1	1	1	1	2	1	2	1	0	0	1	2	1	1	2	2	2	2	1	0	2	2	0	0	1	1	2	2	2	2	2	0	2	0	1	2	1	2	2	2	1	1	2	1	1	2	1	2	0	1	0	1	1	1	1	0	1	1	0	0	1	1	2	1	1	2	2	1	2	0	2	1	2	1	1	2	2	1	1	2	0	2	1	2	0	2	2	0	0	1	2	1	1	0	1	1	1	1	1	1	1	1	a1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	a4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	0	1	1	2	2	2	2	2	2	2	1	1	2	0	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	1	0	0	0	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	0	2	0	1	2	2	2	0	0	1	1	2	2	2	2	1	1	1	1	2	0	1	1	1	2	2	2	1	1	1	1	0	0	1	1	1	0	1	1	a1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	a4	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1
1	1	0	1	2	0	1	0	2	2	0	2	1	1	0	2	1	2	1	2	2	2	2	2	1	2	0	2	1	2	0	2	1	0	2	2	1	1	2	1	1	2	1	0	2	1	1	2	2	0	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	0	2	2	1	2	2	0	2	1	0	2	1	1	0	0	1	1	1	1	2	0	1	1	1	1	2	0	0	1	1	1	1	1	0	1	0	1	1	1	a1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	a4	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1
0	1	1	1	2	0	2	1	0	1	1	1	2	1	0	0	0	1	0	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	0	2	2	2	1	1	1	0	1	2	1	2	1	1	s	1	1	1	1	0	1	1	1	2	2	1	0	1	2	1	1	1	2	0	2	0	1	1	2	0	0	2	0	1	1	1	1	2	2	2	0	1	1	1	1	0	1	1	1	0	1	1	0	1	a1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	a4	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	2	2	2	2	2	2	0	2	2	0	1	2	0	0	2	2	2	1	2	1	2	1	2	2	2	2	0	2	2	2	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	2	1	1	2	0	0	1	1	1	0	2	2	1	1	1	2	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	0	1	1	1	0	a1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	a4	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1
1	1	0	1	1	2	2	1	0	1	2	2	2	1	2	1	1	2	1	2	0	2	2	1	2	0	2	1	2	1	1	1	2	2	1	2	1	2	0	0	1	2	1	0	0	1	2	1	0	1	2	1	1	1	1	0	1	1	1	0	1	1	1	1	2	2	1	0	1	2	2	2	2	0	1	1	1	1	1	0	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	0	0	0	1	1	1	1	a1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	a4	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0
1	1	0	0	1	2	2	2	1	2	0	0	1	1	1	2	2	1	2	1	1	2	0	2	2	2	1	2	2	2	2	0	2	2	2	2	2	2	0	1	1	0	0	1	1	2	1	2	0	1	2	2	1	0	0	1	1	1	1	0	1	1	1	1	1	1	2	1	2	1	1	1	0	1	2	2	2	2	1	2	1	1	0	0	2	1	2	1	1	2	2	0	2	1	1	1	1	0	1	1	1	1	0	1	a1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	a4	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1
1	1	1	1	1	1	1	1	0	0	2	1	1	2	2	2	0	1	0	1	1	2	2	0	0	0	2	1	1	2	0	0	0	2	2	0	2	1	2	1	2	1	2	1	2	1	2	2	1	2	2	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	0	1	2	2	0	2	0	1	2	2	1	2	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	a1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	a4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
