111, 6
8, 71
Hard to Traverse Center Point #0: (52, 5)
Hard to Traverse Center Point #1: (82, 111)
Hard to Traverse Center Point #2: (103, 109)
Hard to Traverse Center Point #3: (125, 79)
Hard to Traverse Center Point #4: (74, 107)
Hard to Traverse Center Point #5: (91, 102)
Hard to Traverse Center Point #6: (153, 72)
Hard to Traverse Center Point #7: (96, 92)
1	1	0	1	1	1	1	a	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	a	1	1	1	1	1	2	2	2	2	2	1	1	2	1	2	1	2	2	2	1	1	1	0	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	1	a	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	a	1	1	0	1	1	1	1	2	1	1	1	2	1	0	0	1	2	2	0	2	0	2	2	1	0	2	1	2	2	2	0	1	1	2	2	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
1	0	0	1	1	1	1	a	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	a	0	1	0	1	0	1	0	2	2	1	0	2	2	1	2	2	0	1	2	1	0	1	1	1	1	1	1	2	2	2	1	2	1	2	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
1	1	1	0	1	1	1	a	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	a	1	0	1	1	1	2	1	2	2	0	0	2	2	2	2	2	1	2	1	2	2	0	1	1	1	2	0	0	2	1	2	2	1	2	2	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1
1	1	1	1	0	1	1	a	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	a	1	1	1	1	1	0	1	0	1	1	1	0	2	1	1	1	1	1	2	2	2	1	0	2	1	0	2	0	1	2	0	1	2	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
1	0	1	1	1	0	1	a	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	a	1	0	1	1	0	1	0	0	0	2	1	2	1	2	1	1	1	0	2	2	2	1	0	0	1	2	0	1	0	1	2	2	2	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	a	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	a	0	1	1	1	1	0	2	1	0	1	1	2	2	2	1	0	0	2	1	1	1	0	1	1	0	0	2	0	1	2	2	2	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	s	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
1	0	1	1	1	1	1	a	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	a	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
1	1	0	0	1	1	0	a	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	a	1	0	1	0	0	2	0	1	0	2	1	1	1	1	0	2	1	2	0	2	1	2	2	1	1	1	1	1	2	0	0	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1
1	0	1	1	1	1	1	a	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	a	1	1	1	1	1	2	1	2	1	2	1	1	2	2	0	0	1	1	1	2	2	2	2	2	0	0	2	1	0	2	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1
